func_name,dim,noise_name,rf_config,seed,approach,spearman_true,spearman_resid,log_pearson_true,mse_var,rmse_var,nlpd_aleatoric
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,3,standard_ari_var,,,,5.818619175222828e-07,0.000762798739853628,-0.7984755660892908
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,3,standard_ari_std,,,,0.008162109574870716,0.09034439426367702,-0.17312252724202648
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,4,shaker_entropy,,,,1.7263479856139305,1.313905622795614,586060.5115368059
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,4,shaker_geom_var,,,,1.0525992943963283e-06,0.0010259626184205388,-0.7913029428951243
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,4,shaker_geom_std,,,,0.00782577027177675,0.08846338379112993,-0.18186052579784773
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,4,standard_ari_var,,,,9.078626969630822e-07,0.0009528182916816208,-0.7994696053086484
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,4,standard_ari_std,,,,0.008367430054348675,0.09147365770728028,-0.1680694766421555
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,5,shaker_entropy,,,,1.727829365943672,1.314469233547774,577788.9902133906
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,5,shaker_geom_var,,,,1.7418922585255556e-06,0.00131980765967074,-0.7920404661479008
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,5,shaker_geom_std,,,,0.007886515235784881,0.08880605404917438,-0.18197142673420053
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,5,standard_ari_var,,,,9.505564594248499e-07,0.000974964850353514,-0.8049120830166188
sin_cos_9d_homoscedastic_low_RF,9,RF,DeepEnsemble300,5,standard_ari_std,,,,0.00847150312076423,0.09204076879711637,-0.16647230405927993
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,1,shaker_entropy,,,,4.51828145751458,2.1256249569278634,619668.1916495564
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,1,shaker_geom_var,,,,4.7030120430254665e-05,0.006857851006711553,0.01570221175032805
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,1,shaker_geom_std,,,,0.0021355693479539343,0.04621222076414348,-0.41245042650686725
